"matchup","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"Bulls - Wizards",1504.94164359405,1541.80890680796,1516.68909048539,1441.10023784843,1495.82815475333,1506.38702658948,1464.92193536585,1451.7787460295,1470.63388546512,1448.67172585531,1491.24764941176,1521.85657208896,1507.85289563932,1515.13407659283,1536.19171229983,1565.21813920028,1516.77126007607,1480.47154363733,1455.10415919936,1596.86493212195,1647.39693846243,1618.78193817192,1489.67031,1362.20004390244,1307.62738902439,1359.02102012195,1418.40711036585,1369.36048780488,1465.31039476285,1501.68236306818,1546.9091036274,1480.75184253049,1419.73834703343,1426.81153539389,1476.9052565331,1500.72598585859,1479.45751699533,1516.55026451613,1555.17304390611
"Bulls - Trailblazers",1515.41479434479,1604.70370868902,1468.37044849354,1475.18563286944,1499.48256493984,1500.91326341463,1473.37207581529,1489.21582038127,1490.4435829862,1471.55296831053,1515.12706687414,1565.91691367543,1542.39273809269,1592.18836125421,1673.60544031128,1703.92326759242,1640.11666333755,1590.08572717391,1571.21481632992,1627.44742493103,1667.8508482846,1630.83875208286,1544.66722244444,1479.52704162519,1447.23066298422,1428.38105025825,1475.15611906002,1437.04919207317,1455.67501460643,1427.41569535754,1478.64753479586,1480.46752134146,1520.45801356614,1532.1899547675,1580.02597930195,1597.0044199495,1505.21267614167,1552.42899623656,1594.28076997432
"Bulls - Thunder",1479.73963312769,1530.92361349672,1498.96231388273,1525.64222803621,1497.17343585089,1520.56393433604,1487.98580024681,1461.35715658817,1446.55403254396,1418.79421373027,1490.77536471814,1543.50254967516,1548.17585181818,1546.34295830015,1582.35622248346,1643.53143468407,1650.30058613861,1640.41639613943,1624.03872247219,1707.74332243689,1723.08779433853,1681.77173780076,1518.194108,1410.64610843846,1389.30753353659,1430.13885444351,1437.43992378049,1424.36652621951,1520.3574958089,1480.02529352827,1515.26358967391,1417.27442317073,1395.14164398465,1508.43582465387,1608.46638340548,1672.91868675711,1622.57377714482,1601.95722425743,1576.41652848988
"Bulls - Mavericks",NA,NA,NA,NA,1372.4604773143,1411.12615060976,1439.95334573171,1456.49361191676,1485.32577383721,1468.69835731458,1545.44938896717,1577.90651029864,1527.19093649298,1531.20251477791,1549.84242266568,1540.38872151735,1435.22018751509,1419.27110522269,1487.79051163839,1568.11420712195,1567.24012158295,1513.73764426948,1438.063857,1382.11773170732,1423.1675615456,1455.13658065041,1526.78089226447,1486.43184615924,1545.57626467703,1588.84215225649,1634.26692887846,1550.70466573451,1522.25073715804,1543.06486840387,1624.60415617198,1632.15347365079,1522.68026211728,1545.28374325843,1585.0672464111
"Bulls - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1417.76784137103,1430.27648573917,1510.99903547056,1573.77289773687,1575.60084997824,1554.29978510074,1563.74278758847,1620.15644919512,1666.47273610949,1640.11694288915,1507.535642,1434.66729310834,1415.47416752386,1411.42833753685,1453.09076838969,1435.25993609208,1417.93479631375,1472.2205069429,1512.46174394221,1538.90145144006,1532.87784583495,1477.99220978413,1572.00029805195,1545.52835858586,1487.9112688246,1485.81738597561,1535.73778264473
"Bulls - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391.99849076127,1430.10159488552,1497.80861717788,1584.77759445136,1564.28674422241,1575.62073694403,1519.05485005302,1610.85695817647,1705.96261094609,1671.53201556188,1553.94896981818,1447.15769041622,1417.07953592539,1373.07200121951,1391.59533170732,1404.66899053915,1547.15879101453,1557.96135892316,1546.11629199949,1414.77282073171,1461.77988651685,1505.44695344828,1635.38249015257,1673.12008879526,1626.79363553191,1596.36639362745,1530.87551751427
"Bulls - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1454.36089549527,1520.7714098608,1539.71579712711,1492.1414234907,1469.32811193001,1434.56407932131,1547.16038882927,1609.33517375655,1596.76752533199,1506.206753,1413.7614349688,1406.72272970788,1442.22968672884,1462.37393259423,1494.95452717073,1508.99158228936,1498.40639718681,1510.26516894221,1406.80869634146,1421.37135008221,1394.50119088169,1465.35375287456,1549.51489040404,1492.94420480021,1534.7841652439,1470.08607788012
"Bulls - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444.11693390991,1504.90524095836,1552.88106481004,1574.81627958826,1588.54691246803,1607.14721640988,1680.68947902128,1662.95559408786,1596.31692353777,1532.23282522222,1409.67667012195,1387.87116691719,1408.97077010777,1430.52034097013,1365.84186890244,1441.00528472838,1456.08632950388,1534.54076758089,1527.51437704136,1561.19864674581,1573.45936016523,1629.8803588474,1615.43513595462,1455.27311638557,1429.6391902439,1455.77082483134
"Bulls - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1488.49389370732,1512.73298926588,1497.15997719631,1386.270658,1314.05732073171,1320.30420304878,1318.26508963415,1374.93653658537,1448.00706851957,1510.70015890592,1530.43184929968,1496.89245003977,1426.69797317073,1402.76959093587,1476.64536283291,1572.55317924812,1627.59273968798,1586.20329254222,1549.83449382022,1595.94598031915
"Bulls - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1520.90626139024,1578.49264841222,1521.52437658655,1449.126016,1402.45754624103,1396.2004863259,1406.8245038688,1380.83516890244,1380.02712195122,1444.83527558204,1454.13521243071,1527.23859194664,1510.74254906784,1465.24187264319,1480.88097319877,1497.60782482578,1519.07651313131,1492.16173894655,1538.3780747191,1571.92695241217
"Bulls - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1369.67253777716,1427.68989352827,1488.34211955196,1450.63130670732,1461.01323788709,1500.39099221465,1535.54786750871,1479.57209116162,1405.0387535807,1481.22619418605,1513.40814556305
"Cavaliers - Nets",1484.49798316356,1414.31558751452,1446.05177237224,1446.24748719512,1409.43852073171,1389.75194538328,1431.10512276423,1467.44305011802,1468.31086663475,1488.82790530846,1411.65258170732,1421.76043270956,1508.3654304037,1397.50552244183,1382.78632195122,1499.4201351891,1573.38307658835,1551.73324959644,1498.87709323596,1456.1858198924,1448.8717597561,1528.99516110807,1480.587113,1443.59102317073,1404.7204652439,1459.44110155428,1457.0800225012,1480.35039453842,1473.76577648894,1536.39212396152,1529.28495191907,1483.49935043004,1563.06982057927,1511.02520653685,1362.79642439024,1355.17495833333,1426.88066394903,1444.67337950182,1518.89201654412
"Cavaliers - Warriors",1549.34037015985,1511.68705153891,1486.25017560976,1440.64686219512,1455.32834878049,1414.3762152439,1368.68885731707,1410.48960426829,1387.00217385139,1432.56549207317,1440.32262674973,1436.76253575834,1550.15813304598,1470.30283707597,1468.62837598499,1581.20913751468,1567.26151865452,1543.51858411765,1489.37843530913,1475.04426806313,1474.62925609756,1427.9082802042,1457.174516,1394.9025902439,1372.57774756098,1359.72895853659,1378.22466463415,1428.89539817073,1460.06454329268,1507.24409981386,1529.18466401012,1558.95570347882,1569.44160838415,1553.2772919027,1404.81152621951,1410.9616280303,1435.02529612091,1494.78197519868,1645.78082704169
"Cavaliers - Nuggets",1578.51009750668,1525.32702611529,1492.92739904591,1450.25896646341,1435.76731707317,1410.88950492109,1402.78980887534,1440.62914739277,1483.92905099497,1515.922808921,1445.54430050933,1524.31749291806,1588.49545196755,1494.07169313049,1387.21169573171,1457.76502541882,1508.93405950817,1547.39770146433,1536.25855939808,1493.23950464849,1451.69916707317,1391.01388508225,1410.584876,1419.56329878049,1442.55642134146,1401.01068353659,1328.28492256098,1431.71363454584,1508.52823071909,1534.15594670901,1541.63080216362,1553.6081021175,1644.43447283163,1671.00180127077,1482.87000100925,1474.35777720008,1486.53872491685,1451.07807317073,1508.38415846485
"Cavaliers - Kings",1523.1963673099,1482.28622836818,1496.33261319736,1510.17601079627,1469.70915673246,1369.54740060976,1385.41487804878,1435.95002228121,1418.98701348554,1459.54322236729,1415.01668109756,1438.7983570998,1502.29821942809,1427.04343829549,1382.06503292683,1467.97821444321,1514.2130119472,1472.92410919656,1504.63082311401,1485.42276829001,1477.10929817073,1486.88404788712,1472.93128036364,1484.82323367676,1518.85183644986,1526.21484721254,1492.78166454333,1516.46714811884,1539.36186232829,1526.63426533493,1530.89933720708,1492.11280225931,1518.69524131098,1532.42489068319,1362.88694695122,1384.28116742424,1372.13988109756,1400.88860609756,1496.90438529412
"Cavaliers - Pistons",1522.83244882353,1483.91651739257,1447.49516951219,1408.01183231707,1366.82623963415,1392.53403048781,1392.16453658537,1465.77677670311,1493.71929813442,1504.70975951503,1501.67482233467,1570.26459594417,1658.16399592477,1587.95541352265,1523.81948066382,1562.21476234761,1560.25208511793,1481.75834700143,1438.63562799206,1494.80680117647,1571.67003605271,1540.69119971639,1545.77669854545,1489.08385009326,1432.67787195122,1453.92462097031,1452.17249889751,1498.01126681185,1552.41384778322,1612.90278728947,1591.32262745098,1591.30889188729,1609.34213212209,1556.85809312221,1384.81976341463,1374.04118106061,1381.56911707317,1394.14524390244,1487.6086883429
"Cavaliers - Suns",1522.30373682209,1529.01696964286,1514.87595509806,1524.14433700542,1537.03793803097,1439.15821115374,1437.54534286227,1456.3131141291,1455.40481428181,1454.18551646341,1421.19194512195,1454.08623027054,1605.64205840059,1560.6949516479,1537.4785537578,1590.96626409091,1645.02104811839,1606.64376746803,1580.25453703236,1523.94148166211,1508.94875214466,1563.49430174419,1536.91540550943,1513.47386564594,1499.13869232842,1455.24864085366,1420.46571486973,1416.93822926829,1563.40204348127,1587.7947205934,1612.36574841872,1584.03298570478,1622.53986631098,1652.69443763441,1462.93508231707,1436.00962424242,1393.4737402439,1448.66678109756,1554.83223712339
"Cavaliers - Jazz",1497.13749352941,1476.49746190476,1432.79647134146,1409.32150060976,1408.89151219512,1337.53514817073,1339.59532560976,1440.62920495673,1454.50413006825,1486.49005718945,1462.96741098262,1517.87139022989,1608.43945549696,1533.19458045977,1510.70805565532,1593.36148930633,1595.32593291019,1581.19133264106,1595.0760563352,1578.19328144118,1613.58023476805,1619.4299004218,1602.18534514754,1519.88409793213,1513.12363520465,1471.50497885706,1438.16761406644,1440.61738292683,1464.74223658537,1485.0487687163,1569.88342290553,1578.13672474244,1637.01250897989,1656.92149959093,1455.29709695122,1432.22482722944,1435.08805365854,1405.12707743902,1507.22695236729
"Cavaliers - Sixers",1559.59059649971,1563.64994668737,1511.18352260118,1536.04656756098,1565.56751261822,1488.73229007814,1504.71502320282,1509.52194854219,1524.56994130967,1536.70711654126,1479.94616155733,1494.89785953883,1581.74641196755,1528.8308251062,1482.16761884824,1526.08659249199,1512.93688572769,1481.47353724534,1445.29509445547,1399.85905281923,1432.95903841463,1473.43111374078,1527.67432175862,1484.87497238865,1513.08590494193,1465.68065390384,1434.3142741178,1430.45505121951,1473.8505537076,1500.93550408216,1496.84611891439,1507.49990261962,1593.78073920455,1571.09737117099,1435.70758549201,1460.61045562908,1400.81576036585,1350.78645060976,1425.17348651363
"Cavaliers - Spurs",1542.22611138655,1530.92394372294,1521.36880213415,1481.50216903156,1493.98327173883,1429.33975829536,1426.42979346315,1448.55918719512,1452.97982340283,1483.23377001435,1400.91693902439,1453.18460297498,1500.98859930614,1500.66365825837,1524.64568108338,1579.86534856803,1595.83118039895,1592.08235366621,1590.31431971949,1579.162877289,1460.57554085366,1539.69751735241,1589.19324608955,1545.35667667328,1540.03815624519,1523.05165629639,1490.66024985044,1536.13158164104,1602.801354036,1609.1325,1623.70281568627,1594.37274845295,1650.42188771552,1657.77502513441,1520.6522810837,1508.06047214015,1519.75749975136,1540.92677847851,1622.4331392267
"Cavaliers - Wizards",1543.30847594699,1524.15161627369,1537.79422280246,1457.17559577526,1462.76071158537,1423.75365890655,1402.13958109756,1438.8287460295,1454.00555116279,1479.9911182226,1456.23092933286,1488.9389,1551.27152186712,1466.66652671012,1417.87093109756,1479.73274919931,1492.35517658135,1462.38803175753,1437.11806579694,1483.70016806313,1523.24726261119,1540.18521922859,1500.545096,1424.84830304878,1384.21676036585,1406.64142073171,1395.83596707317,1383.24694573171,1480.70899722959,1518.39834374402,1544.27334140447,1505.13834296053,1525.11940960366,1542.19745348807,1358.41924695122,1348.73536515151,1380.0051402439,1445.90197061369,1553.52254888107
"Cavaliers - Trailblazers",1553.78162669773,1587.04641815476,1489.47558081062,1491.26099079627,1466.41512177188,1418.27989573171,1410.589721547,1476.26582038127,1473.81524868387,1502.87236067782,1480.11034679524,1532.99924158647,1585.81136432049,1543.7208113715,1555.28465910901,1618.43787759145,1615.70057984283,1572.00221529412,1553.2287229275,1514.28266087221,1543.70117243335,1552.24203313953,1555.54200844444,1542.17530077153,1523.82003432568,1476.00145086801,1452.58497576733,1450.93565,1471.07361707317,1444.13167603338,1476.01177257293,1504.8540217715,1625.83907613636,1647.57587286168,1461.53996972007,1445.01379924242,1405.76029939024,1481.78070233412,1592.63027494929
"Cavaliers - Thunder",1518.10646548063,1513.26632296245,1520.0674461998,1541.71758596304,1464.10599268293,1437.93056665312,1425.20344597851,1448.40715658817,1429.92569824163,1450.11360609756,1455.75864463923,1510.58487758621,1591.59447804598,1497.87540841744,1464.03544128119,1558.04604468309,1625.88450264389,1622.33288425963,1606.05262906977,1594.57855837807,1598.93811848729,1603.17501885743,1529.068894,1473.29436758481,1465.89690487805,1477.75925505327,1414.8687804878,1438.25298414634,1535.75609827564,1496.74127420411,1512.62782745098,1441.66092360077,1500.52270655488,1623.82174274804,1489.9803738236,1520.92806605004,1523.12140039339,1531.30893035499,1574.76603346485
"Cavaliers - Mavericks",NA,NA,NA,NA,1339.39303414634,1328.49278292683,1377.17099146341,1443.54361191676,1468.69743953488,1500.01774968187,1510.43266888826,1544.98883820968,1570.60956272077,1482.7349648952,1431.52164146341,1454.90333151638,1410.80410402037,1401.1875933429,1469.80441823596,1454.94944306313,1443.09044573171,1435.14092532615,1448.938643,1444.76599085366,1499.75693288706,1502.75698126016,1504.20974897178,1500.31830408607,1560.97486714377,1605.55813293233,1631.63116665553,1575.09116616455,1627.63179972826,1658.45078649805,1506.1181465901,1480.16285294372,1423.22788536585,1474.63544935599,1583.41675138607
"Cavaliers - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1461.18646759882,1381.80893585646,1392.67825426829,1488.2875077359,1551.18476648352,1536.21627322095,1545.75669418605,1506.9916851363,1542.32306025825,1561.52022394582,1518.410428,1497.31555225468,1492.06353886532,1459.04873814661,1430.51962509701,1449.14639401891,1433.33339878049,1488.93648761874,1509.82598171927,1563.2879518701,1638.25890840517,1593.37812787831,1453.51428847007,1393.53773787879,1388.45889207317,1415.16909207317,1534.0872876197
"Cavaliers - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435.41711698907,1381.6340450028,1379.48783597561,1499.29220445039,1539.87066072769,1557.53722506423,1501.0687566506,1497.69219411765,1581.81293509485,1592.93529661855,1564.82375581818,1509.80594956257,1493.66890726686,1420.69240182927,1369.02418841463,1418.55544846598,1562.55739348127,1574.677339599,1543.48052977656,1439.15932116175,1567.16094908708,1620.83287154245,1516.89648057068,1521.12946808819,1527.34125878049,1525.71809972501,1529.22502248924
"Cavaliers - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405.89334561256,1402.45062865854,1454.23040712614,1467.72533999598,1451.24460005022,1416.57798591889,1433.99562477044,1485.18549790531,1518.17080638867,1517.081539,1476.40969411514,1483.31210104935,1489.85008733859,1439.80278930155,1508.84098509756,1524.3901847561,1515.12237786264,1507.62940671927,1431.1951967715,1526.75241265244,1509.88710897587,1346.86774329268,1397.52426969697,1393.49182804878,1464.13587134146,1468.43558285509
"Cavaliers - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1395.64938402719,1386.5844597561,1467.39567480907,1550.40019609354,1570.46340058824,1589.16112300745,1567.52471496245,1538.80591823661,1517.72020459444,1543.10761122222,1472.32492926829,1464.46053825865,1456.59117071753,1407.94919767745,1379.72832682927,1456.40388719512,1472.80231017972,1531.90500535796,1551.9008774714,1666.57970931604,1688.84527825941,1511.39434926552,1463.44451524755,1355.82073963415,1358.99089634146,1454.12032980631
"Cavaliers - Grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375.32912964849,1388.58331341463,1418.56325825298,1397.145444,1376.70557987805,1396.89357439024,1365.8854902439,1352.36539329268,1461.8935264464,1526.09876137266,1547.14782997552,1494.25668781683,1451.08447360077,1508.1506535061,1592.03128092709,1454.06716966624,1475.6021189809,1486.7509157908,1479.18619991779,1594.29548529412
"Cavaliers - Raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1407.74149733142,1454.34297256098,1442.92765764322,1460.000802,1465.10580538737,1472.78985766736,1454.44490447855,1358.26402560976,1393.91357987805,1460.23387804878,1470.85119310655,1524.60282972371,1535.12904949788,1570.62293521341,1596.26689129295,1379.1218152439,1367.08589242424,1392.70936219512,1467.72978081666,1570.27645738714
"Cavaliers - Hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385.0711402439,1444.40587420411,1485.70635732903,1475.01780713736,1566.39430045732,1615.77691030883,1417.06185792683,1327.58147045455,1305.58637682927,1410.57790028361,1511.75765053802
"Nets - Warriors",1491.38696626458,1424.3557152439,1476.97006871371,1435.70610426829,1426.77260243902,1484.77014843206,1507.65321788618,1488.88822511802,1440.90536839311,1445.09126323529,1437.52004626193,1360.02752134146,1412.35778069106,1374.53837560976,1411.19326135084,1498.62067674419,1508.08230183628,1514.57620312586,1447.65232621951,1415.61264207317,1383.73500121951,1401.46982968436,1412.019801,1404.53454146341,1360.64996768293,1430.87794423721,1516.82181762315,1525.66623051403,1441.84513075723,1508.99065219643,1490.12996102722,1510.6757054878,1448.33519146341,1348.77902317073,1388.9578554878,1399.25793333333,1510.18736250896,1553.24924250538,1596.43847299757
"Nets - Nuggets",1520.55669361142,1437.99568982028,1483.64729214986,1445.31820853659,1407.21157073171,1481.28343810924,1541.75416944444,1519.02776824249,1537.83224553669,1528.44858008312,1442.74172002152,1447.58247850118,1450.69509961263,1398.30723166428,1329.77658109756,1375.17656464833,1449.75484268994,1518.45532047254,1494.53245030846,1433.80787865854,1360.80491219512,1364.57543456241,1365.430161,1429.19525,1430.62864146341,1472.15966923721,1466.88207554998,1528.48446688914,1490.30881818364,1535.90249909158,1502.57609918073,1505.32810412649,1523.3280559109,1466.5035325388,1467.01633027754,1462.65408250311,1561.7007913049,1509.54534047743,1459.04180442073
"Nets - Kings",1465.24296341463,1394.95489207317,1487.05250630131,1505.23525286944,1441.153410391,1439.94133379791,1524.37923861789,1514.34864313093,1472.89020802726,1472.06899352941,1412.21410060976,1362.06334268293,1364.49786707317,1331.27897682927,1324.62991829268,1385.38975367272,1455.03379512896,1443.98172820476,1462.90471402439,1425.99114230006,1386.21504329268,1460.44559736729,1427.77656536364,1494.45518489627,1506.92405657182,1597.36383291317,1631.37881753233,1613.23798046214,1521.14244979284,1528.3808177175,1491.84463422418,1443.83280426829,1397.58882439024,1327.92662195122,1347.03327621951,1372.57747272727,1447.30194748561,1459.35587340426,1447.56203125
"Nets - Pistons",1464.87904492826,1396.58518109756,1438.21506261614,1403.07107439024,1338.27049329268,1462.92796367596,1531.12889715447,1544.17539755284,1547.62249267615,1517.23553067715,1498.87224184687,1493.52958152729,1520.36364356984,1492.19095205643,1466.38436602967,1479.62630157712,1501.07286829969,1452.81596600964,1396.90951890244,1435.37517518651,1480.77578117466,1514.25274919656,1500.62198354545,1498.71580131277,1420.75009207317,1525.07360667093,1590.76965188651,1594.78209915515,1534.19443524777,1614.64933967204,1552.26792446809,1543.02889389628,1488.23571520136,1352.35982439024,1368.96609268293,1362.33748636364,1456.73118346122,1452.61251120913,1438.26633429878
"Nets - Suns",1464.35033292683,1441.68563334785,1505.59584820201,1519.20357907859,1508.4821916895,1509.55214434189,1576.50970343137,1534.71173497882,1509.30800882353,1466.71128762554,1418.38936463415,1377.35121585366,1467.84170604567,1464.93049018168,1480.04343912365,1508.37780332041,1585.84183130015,1577.70138647624,1538.52842794274,1464.50985567215,1418.05449726661,1537.05585122435,1491.76069050943,1523.10581686545,1487.21091245037,1526.39762655428,1559.06286785873,1513.70906161159,1545.18263094582,1589.54127297596,1573.31104543583,1535.75298771376,1501.43344939024,1448.19616890244,1447.08141158537,1424.30592954545,1468.63580663195,1507.13404840426,1505.48988307927
"Nets - Jazz",1439.18408963415,1389.16612560976,1423.51636444541,1404.38074268293,1380.33576585366,1407.92908135889,1478.55968617886,1519.02782580645,1508.40732460997,1499.01582835157,1460.16483049481,1441.13637581301,1470.63910314204,1437.43011899355,1453.27294102117,1510.77302853583,1536.14671609195,1552.24895164926,1553.34994724558,1518.76165545122,1522.68597989001,1592.99144990196,1557.03063014754,1529.51604915164,1501.1958553266,1542.65396455768,1576.76476705544,1537.38821527013,1446.52282404992,1486.79532109887,1530.82871992263,1529.85672675143,1515.90609205915,1452.42323085896,1439.44342621951,1420.52113253247,1510.25012004659,1463.59434474572,1457.88459832317
"Nets - Sixers",1501.63719260444,1476.31861039236,1501.90341570513,1531.10580963415,1537.01176627675,1559.1262232663,1643.67938377193,1587.92056939192,1578.47313585139,1549.23288770338,1477.14358106953,1418.16284512195,1443.94605961263,1433.06636363998,1424.73250421409,1443.4981317215,1453.75766890945,1452.53115625355,1403.56898536585,1340.42742682927,1342.06478353659,1446.99266322095,1482.51960675862,1494.50692360817,1501.15812506388,1536.82963960446,1572.9114271068,1527.22588356281,1455.63114117215,1502.68205646473,1457.7914159315,1459.2199046286,1472.67432228381,1366.59910243902,1419.8539147603,1448.90676093211,1475.97782675391,1409.25371791645,1375.83113246951
"Nets - Spurs",1484.27270749129,1443.59260742794,1512.0886952381,1476.56141110473,1465.42752539737,1499.73369148352,1565.39415403226,1526.95780804485,1506.88301794456,1495.75954117647,1398.11435853659,1376.44958855811,1363.18824695122,1404.89919679215,1467.21056644923,1497.27688779754,1536.65196358071,1563.13997267442,1548.58821062987,1519.73125129905,1369.68128597561,1513.25906683258,1544.03853108955,1554.9886278928,1528.11037636714,1594.20064199702,1629.25740283944,1632.90241398434,1584.58194150055,1610.87905238257,1584.64811270338,1546.09275046194,1529.31547079479,1453.27675640244,1504.798610352,1496.35677744318,1594.91956613941,1599.39404578521,1573.09078518258
"Nets - Wizards",1485.35507205173,1436.82027997869,1528.51411590641,1452.23483784843,1434.2049652439,1494.1475920947,1541.10394166667,1517.22736687922,1507.90874570451,1492.51688938472,1453.42834884505,1412.20388558312,1413.4711695122,1370.9020652439,1360.43581646341,1397.14428842881,1433.17595976311,1433.44565076574,1395.39195670732,1424.26854207317,1432.35300773314,1513.74676870875,1455.390381,1434.48025426829,1372.28898048781,1477.79040643233,1534.43312006217,1480.01777807501,1462.48958469414,1520.14489612659,1505.21863842157,1456.85834496951,1404.01299268293,1337.6991847561,1342.56557621951,1337.03167045455,1455.16720663195,1504.36923792038,1504.18019483696
"Nets - Trailblazers",1495.82822280246,1499.71508185976,1480.19547391457,1486.32023286944,1437.85937543042,1488.67382891986,1549.5540821161,1554.664441231,1527.7184432256,1515.39813183995,1477.30776630743,1456.2642271696,1448.01101196557,1447.95634990528,1497.84954447486,1535.84941682095,1556.52136302459,1543.05983430233,1511.50261383788,1454.85103488225,1452.8069175553,1525.8035826197,1510.38729344444,1551.80725199104,1511.89225444763,1547.15043656863,1591.18212875633,1547.7064823433,1452.85420453772,1445.87822841595,1436.95706959004,1456.57402378049,1504.73265921563,1443.07760412971,1445.68629898836,1433.31010454545,1480.9223657783,1540.24796964081,1543.28792090517
"Nets - Thunder",1460.15306158537,1425.93498666745,1510.78733930375,1536.77682803621,1435.55024634146,1508.32449984127,1564.16780654762,1526.80577743789,1483.82889278336,1462.63937725968,1452.95606415142,1433.84986316933,1453.79412569106,1402.11094695122,1406.60032664704,1475.4575839126,1566.70528582565,1593.39050326784,1564.32651998015,1535.14693238811,1508.04386360924,1576.7365683376,1483.914179,1482.92631880432,1453.969125,1548.90824075389,1553.46593347681,1535.02381648964,1517.53668574019,1498.48782658668,1473.57312446809,1393.38092560976,1379.41628963415,1419.32347401608,1474.12670309189,1509.22437135307,1598.28346678144,1589.77619766168,1525.42367942073
"Nets - Mavericks",NA,NA,NA,NA,1310.83728780488,1398.88671611498,1516.13535203252,1521.94223276648,1522.60063407661,1512.54352084399,1507.63008840045,1468.25382379281,1432.80921036585,1386.97050342898,1374.08652682927,1372.31487074589,1351.62488720213,1372.24521235111,1428.07830914634,1395.51781707317,1352.19619085366,1408.70247480631,1403.783928,1454.39794207317,1487.82915300901,1573.90596696078,1642.80690196078,1597.08913642937,1542.75545460832,1607.3046853149,1592.57646367263,1526.81116817354,1506.52538280753,1453.95251776608,1490.26447585839,1468.45915824675,1498.38995175391,1533.10271666268,1534.07439734195
"Nets - Pelicans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323.3861152439,1286.04447439024,1335.24313963415,1405.6990469654,1492.00554966528,1507.27389222915,1504.03058509643,1447.56005914634,1451.4288053802,1535.08177342599,1473.255713,1506.94750347419,1480.13575898727,1530.19772384723,1569.11677808601,1545.91722636221,1415.11398624504,1490.68304000131,1470.77127873638,1515.00795387909,1517.15249148444,1388.87985914634,1437.66061773836,1381.83404318182,1463.62095846122,1473.63635937987,1484.74493357558
"Nets - Heat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297.61676463415,1285.86958353659,1322.05272134146,1416.70374367989,1480.69144390945,1528.59484407244,1459.34264756098,1438.26056812769,1490.9186802168,1566.49684609872,1519.66904081818,1519.43790078208,1481.74112738881,1491.84138752989,1507.62134140363,1515.32628080928,1544.33798094582,1576.42389198157,1504.42582679367,1390.87932317073,1446.05453216635,1416.33460281049,1501.04280983898,1509.42577339122,1602.50332516854,1584.18536703171,1479.88266844512
"Nets - Timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310.12888414634,1345.01551402439,1371.64194635564,1408.54612317774,1422.30221905842,1374.85187682927,1374.56399878049,1394.29124302726,1491.73235586883,1471.926824,1486.04164533466,1471.3843211713,1560.99907303922,1578.39994229055,1605.61181744086,1506.17077222065,1516.86893024521,1468.57470373638,1382.91519878049,1405.64599573171,1305.3888402439,1331.01407256098,1385.820575,1468.65389443683,1522.60313864816,1419.09322881098
"Nets - Magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1299.88492256098,1329.14934512195,1384.80721403857,1491.2209792753,1541.52101959644,1547.43501391783,1508.0930889725,1447.91166335856,1491.28175407461,1497.95289622222,1481.9568804878,1452.5327583806,1527.74015641815,1546.54635066645,1476.49915917257,1438.18447465967,1474.54886256229,1492.85030237506,1503.62087948038,1545.47329239531,1484.34700952744,1495.54067853381,1451.74082055058,1430.9828060222,1417.45816364816,1404.7779757622
